Archivo,sis,dias,map,fc,sat,etco2,vt
s1_0611.tiff,92,54,,134,98,,
s1_0612.tiff,94,55,,134,98,,
s1_0613.tiff,94,55,,134,99,,
s1_0614.tiff,94,55,,133,99,,
s1_0615.tiff,92,,,134,99,,
s1_0616.tiff,92,54,,134,98,,7
s1_0617.tiff,,5,,134,98,,7
s1_0618.tiff,94,55,2,134,98,,
s1_0619.tiff,94,55,,134,,,
s1_0620.tiff,,55,2,134,98,,7
s1_0621.tiff,92,,,134,98,,
s1_0622.tiff,92,,,134,98,,
s1_0623.tiff,92,5,,134,98,,
s1_0624.tiff,,55,,134,98,,
s1_0625.tiff,94,55,,134,99,,
s1_0626.tiff,,55,,134,98,,
s1_0627.tiff,92,54,,134,97,,
s1_0628.tiff,92,5,,134,97,,7
s1_0629.tiff,92,5,,134,98,,
s1_0630.tiff,,55,,134,98,,
s1_0631.tiff,94,55,,134,98,,
s1_0632.tiff,92,,,134,98,,
s1_0633.tiff,92,54,,134,,,0
s1_0634.tiff,,5,,134,98,,5
s1_0635.tiff,92,5,,134,98,,
s1_0636.tiff,95,55,,134,98,,2
s1_0637.tiff,95,55,,134,98,,0
s1_0638.tiff,95,55,,134,98,,30
s1_0639.tiff,,54,,134,98,,
s1_0640.tiff,92,5,,134,98,,
s1_0641.tiff,93,,,134,,5,0
s1_0642.tiff,95,55,2,134,98,,
s1_0643.tiff,95,55,2,134,398,,
s1_0644.tiff,95,55,,134,98,,5
s1_0645.tiff,92,54,,134,98,,
s1_0646.tiff,92,54,,134,98,,
s1_0647.tiff,93,5,,134,99,,
s1_0648.tiff,95,55,,134,99,,5
s1_0649.tiff,95,55,2,134,99,,
s1_0650.tiff,9,5,,134,99,0,
s1_0651.tiff,92,5,,134,99,0,
s1_0652.tiff,92,5,,134,99,,
s1_0653.tiff,93,54,,134,99,,
s1_0654.tiff,95,55,,134,99,,
s1_0655.tiff,95,55,,134,99,,7
s1_0656.tiff,95,55,,134,99,,
s1_0657.tiff,92,5,,135,99,,
s1_0658.tiff,92,5,,135,99,,
s1_0659.tiff,93,54,,135,98,0,0
s1_0660.tiff,4,55,,135,98,0,0
s1_0661.tiff,4,55,,135,98,,
s1_0662.tiff,4,55,,134,98,,
s1_0663.tiff,92,5,7,135,98,,
s1_0664.tiff,92,54,,134,98,,9
s1_0665.tiff,93,5,7,134,98,,
s1_0666.tiff,95,55,2,135,98,,
s1_0667.tiff,95,55,2,135,99,,
s1_0668.tiff,95,55,,135,98,,
s1_0669.tiff,93,5,,134,99,,
s1_0670.tiff,93,5,,135,99,,
s1_0671.tiff,93,5,,135,99,,
s1_0672.tiff,95,55,,135,99,,
s1_0673.tiff,95,55,2,135,99,,
s1_0674.tiff,93,,,135,98,,
s1_0675.tiff,93,5,,135,98,,
s1_0676.tiff,93,54,,135,99,,
s1_0677.tiff,94,55,2,135,99,,
s1_0678.tiff,,56,2,135,99,,
s1_0679.tiff,96,56,73,,99,,
s1_0680.tiff,96,56,7,135,98,,
s1_0681.tiff,94,55,,,98,,
s1_0682.tiff,,,,135,98,,
s1_0683.tiff,,55,,135,98,,
s1_0684.tiff,9,56,,,99,,
s1_0685.tiff,96,56,,,99,,
s1_0686.tiff,93,,,,99,,
s1_0687.tiff,93,55,,135,99,,
s1_0688.tiff,93,55,,,939,,
s1_0689.tiff,,55,,135,99,,
s1_0690.tiff,94,55,,135,99,,
s1_0691.tiff,96,56,2,135,99,,
s1_0692.tiff,94,55,7,135,98,,
s1_0693.tiff,,55,,135,98,,
s1_0694.tiff,94,55,,135,98,,
s1_0695.tiff,94,55,,135,98,,
s1_0696.tiff,,55,,135,98,,
s1_0697.tiff,96,,,135,98,,
s1_0698.tiff,96,55,2,,97,,
s1_0699.tiff,93,54,,135,97,,
s1_0700.tiff,93,54,,135,98,,
s1_0701.tiff,94,55,,,98,,
s1_0702.tiff,9,55,2,135,98,,
s1_0703.tiff,96,,7,135,98,,
s1_0704.tiff,93,55,,,98,,
s1_0705.tiff,93,55,,135,97,,
s1_0706.tiff,9,55,,,97,,
s1_0707.tiff,9,55,,,,,
s1_0708.tiff,96,56,,135,98,,
s1_0709.tiff,96,56,,,,,
s1_0710.tiff,4,55,,,98,,
s1_0711.tiff,,55,,135,98,,
s1_0712.tiff,3,55,,135,98,,
s1_0713.tiff,,55,,,99,,
s1_0714.tiff,94,,,,99,,
s1_0715.tiff,96,56,,135,99,,
s1_0716.tiff,,55,,,99,,
s1_0717.tiff,,55,,135,98,,
s1_0718.tiff,,55,,136,98,,
s1_0719.tiff,3,55,,135,98,,
s1_0720.tiff,9,56,,,98,,
s1_0721.tiff,9,,2,,96,,
s1_0722.tiff,,,2,135,95,0,
s1_0723.tiff,94,55,,135,96,,
s1_0724.tiff,94,,,,97,,
s1_0725.tiff,94,55,2,135,98,7,
s1_0726.tiff,96,56,7,135,98,,
s1_0727.tiff,96,56,7,135,98,,
s1_0728.tiff,94,55,,134,,,
s1_0729.tiff,4,55,,134,,,
s1_0730.tiff,94,,2,135,98,,
s1_0731.tiff,4,55,,135,98,,
s1_0732.tiff,94,,,135,98,,
s1_0733.tiff,96,55,,135,98,,
s1_0734.tiff,93,54,,136,,,
s1_0735.tiff,93,54,,136,99,,
s1_0736.tiff,93,54,,136,99,,
s1_0737.tiff,94,,2,136,99,,
s1_0738.tiff,94,55,,,99,,
s1_0739.tiff,9,55,,136,98,,
s1_0740.tiff,96,55,,136,94,,
s1_0741.tiff,4,55,,136,94,,
s1_0742.tiff,94,55,,135,95,,
s1_0743.tiff,94,55,,135,97,,
s1_0744.tiff,9,,,135,97,,
s1_0745.tiff,96,,2,134,97,,
s1_0746.tiff,93,5,,134,97,0,
s1_0747.tiff,93,5,,,98,0,
s1_0748.tiff,93,5,,134,98,,
s1_0749.tiff,94,55,,134,99,,
s1_0750.tiff,96,55,,135,99,,
s1_0751.tiff,96,,2,135,99,,
s1_0752.tiff,94,5,,135,99,0,
s1_0753.tiff,94,,,135,99,0,
s1_0754.tiff,94,,,135,99,,
s1_0755.tiff,94,5,,135,99,,
s1_0756.tiff,,54,,4,,,
s1_0757.tiff,95,55,,136,98,,
s1_0758.tiff,93,55,,136,98,,
s1_0759.tiff,93,55,,136,98,,
s1_0760.tiff,93,55,1,136,98,,
s1_0761.tiff,92,5,,136,98,,
s1_0762.tiff,92,5,,136,98,,
s1_0763.tiff,,,,136,98,,
s1_0764.tiff,90,53,,135,97,,
s1_0765.tiff,90,53,,135,98,,
s1_0766.tiff,90,53,,135,98,,
s1_0767.tiff,,52,3,135,98,,
s1_0768.tiff,87,51,0,135,98,,7
s1_0769.tiff,87,5,,135,98,,
s1_0770.tiff,87,51,,134,98,,7
s1_0771.tiff,86,5,,134,99,,
s1_0772.tiff,86,51,,135,99,,7
s1_0773.tiff,87,5,,135,99,,
s1_0774.tiff,87,51,,135,99,,
s1_0775.tiff,87,51,,135,99,,0
s1_0776.tiff,86,5,,135,98,,
s1_0777.tiff,86,5,,135,98,,
s1_0778.tiff,86,51,,136,98,,
s1_0779.tiff,85,5,,136,99,,307
s1_0780.tiff,85,51,6,136,99,,
s1_0781.tiff,86,51,,136,99,,
s1_0782.tiff,86,51,7,136,99,,
s1_0783.tiff,87,5,0,136,98,,
s1_0784.tiff,87,51,0,136,99,,
s1_0785.tiff,87,51,0,136,99,,
s1_0786.tiff,86,52,,136,99,,9
s1_0787.tiff,86,52,,137,98,,77
s1_0788.tiff,86,52,,137,98,,0
s1_0789.tiff,86,52,,137,99,,
s1_0790.tiff,86,52,,137,99,,0
s1_0791.tiff,87,52,,137,99,,
s1_0792.tiff,88,52,,137,100,,35
s1_0793.tiff,88,52,,137,100,,7
s1_0794.tiff,88,52,,138,99,,3
s1_0795.tiff,88,52,,137,100,,
s1_0796.tiff,83,82,3,138,100,,
s1_0797.tiff,3,52,3,138,99,,
s1_0798.tiff,88,52,,138,100,,
s1_0799.tiff,8,82,3,138,100,,
s1_0800.tiff,83,52,,138,100,,
s1_0801.tiff,83,52,3,138,99,,
s1_0802.tiff,83,52,,138,99,,7
s1_0803.tiff,89,53,,138,100,,
s1_0804.tiff,89,53,,138,100,,
s1_0805.tiff,89,,,138,100,,77
s1_0806.tiff,,53,,138,100,,
s1_0807.tiff,88,53,,138,100,,
s1_0808.tiff,83,,2,138,100,,
s1_0809.tiff,,,,138,100,,
s1_0810.tiff,,53,,138,100,,
s1_0811.tiff,,53,,138,100,,
s1_0812.tiff,88,,,138,100,,
s1_0813.tiff,9,53,,138,100,,
s1_0814.tiff,9,53,,139,100,,
s1_0815.tiff,90,,,139,100,,
s1_0816.tiff,,53,,139,100,,
s1_0817.tiff,89,53,,139,100,,
s1_0818.tiff,,,,140,100,,
s1_0819.tiff,83,53,,140,100,,
s1_0820.tiff,3,53,,140,100,,
s1_0821.tiff,,53,,140,99,,
s1_0822.tiff,90,53,,141,99,,
s1_0823.tiff,90,53,,141,99,,
s1_0824.tiff,90,53,,141,99,,
s1_0825.tiff,90,5,,141,100,7,7
s1_0826.tiff,90,5,,141,100,,
s1_0827.tiff,90,5,,141,100,,
s1_0828.tiff,90,5,,141,100,,
s1_0829.tiff,90,5,,141,100,,
s1_0830.tiff,90,5,,141,100,,
s1_0831.tiff,90,5,,141,100,,
s1_0832.tiff,90,5,,141,99,,
s1_0833.tiff,,5,,141,99,,
s1_0834.tiff,3,5,,141,99,,
s1_0835.tiff,,5,,141,100,,
s1_0836.tiff,,5,,141,99,,
s1_0837.tiff,90,5,,141,100,,
s1_0838.tiff,90,5,,141,100,,
s1_0839.tiff,89,53,,141,100,,7
s1_0840.tiff,89,53,,141,100,,
s1_0841.tiff,89,53,,142,100,,
s1_0842.tiff,89,53,,142,100,,
s1_0843.tiff,90,53,,142,100,7,
s1_0844.tiff,90,53,,142,100,,2
s1_0845.tiff,90,5,,141,100,,
s1_0846.tiff,,5,,142,100,,
s1_0847.tiff,90,,,142,100,,
s1_0848.tiff,90,5,,142,100,,
s1_0849.tiff,89,53,,142,100,,
s1_0850.tiff,,53,,142,100,,7
s1_0851.tiff,,53,7,142,100,,
s1_0852.tiff,,53,,142,100,,
s1_0853.tiff,90,53,,142,100,,7
s1_0854.tiff,90,53,,142,100,,
s1_0855.tiff,,5,,142,100,,
s1_0856.tiff,,5,,142,100,,
s1_0857.tiff,90,5,,142,100,,
s1_0858.tiff,90,5,,142,100,,
s1_0859.tiff,90,5,,142,100,,
s1_0860.tiff,90,,,143,100,,
s1_0861.tiff,90,,,143,100,,
s1_0862.tiff,90,5,,143,100,,
s1_0863.tiff,,,,143,100,,
s1_0864.tiff,,5,,143,100,,
s1_0865.tiff,,5,,143,100,7,
s1_0866.tiff,90,5,,143,99,,2
s1_0867.tiff,90,,,143,99,,
s1_0868.tiff,,5,,143,99,,
s1_0869.tiff,90,,,143,100,,
s1_0870.tiff,90,5,,143,99,,
s1_0871.tiff,90,,,143,99,,7
s1_0872.tiff,,5,,143,99,,
s1_0873.tiff,,5,,143,99,,
s1_0874.tiff,,5,,143,99,,
s1_0875.tiff,,5,,143,99,,
s1_0876.tiff,90,5,,143,99,,
s1_0877.tiff,90,,,143,100,,7
s1_0878.tiff,90,5,,143,100,,
s1_0879.tiff,89,5,2,143,100,,
s1_0880.tiff,89,5,,143,100,,
s1_0881.tiff,90,5,7,143,100,,
s1_0882.tiff,90,,,143,98,,
s1_0883.tiff,90,54,,143,98,,
s1_0884.tiff,,5,,143,99,,7
s1_0885.tiff,91,5,,144,99,,
s1_0886.tiff,91,5,,,99,,7
s1_0887.tiff,,5,,144,99,,
s1_0888.tiff,90,5,,144,100,,
s1_0889.tiff,,5,,,100,,
s1_0890.tiff,90,5,,144,100,,
s1_0891.tiff,90,5,,,99,,
s1_0892.tiff,90,,,,99,,
s1_0893.tiff,90,5,,,100,,
s1_0894.tiff,91,5,7,,99,,
s1_0895.tiff,,5,,,99,,
s1_0896.tiff,,5,,144,99,,7
s1_0897.tiff,90,5,,144,99,,
s1_0898.tiff,90,5,,,99,,7
s1_0899.tiff,89,5,,,99,,7
s1_0900.tiff,89,5,,144,99,,
s1_0901.tiff,89,5,7,,98,,
s1_0902.tiff,90,5,,144,99,,
s1_0903.tiff,90,5,,144,99,,
s1_0904.tiff,90,5,,145,99,,
s1_0905.tiff,90,5,,145,99,,7
s1_0906.tiff,90,5,,145,99,7,
s1_0907.tiff,90,5,,145,99,,
s1_0908.tiff,89,,,145,99,,7
s1_0909.tiff,89,5,,145,99,,
s1_0910.tiff,,5,,145,99,,
s1_0911.tiff,89,5,,145,99,,
s1_0912.tiff,90,5,,145,99,,
s1_0913.tiff,90,5,,145,98,,
s1_0914.tiff,90,5,,,98,,
s1_0915.tiff,90,5,,143,99,,
s1_0916.tiff,90,5,,143,99,,
s1_0917.tiff,90,5,,143,99,,
s1_0918.tiff,,5,,143,99,,7
s1_0919.tiff,898,5,,143,99,,
s1_0920.tiff,,54,,143,100,,
s1_0921.tiff,,5,7,143,100,,
s1_0922.tiff,,5,2,143,100,,
s1_0923.tiff,90,5,,145,100,,5
s1_0924.tiff,90,5,2,145,100,,7
s1_0925.tiff,90,5,,145,100,,
s1_0926.tiff,90,5,,145,100,,
s1_0927.tiff,90,5,,145,100,,
s1_0928.tiff,90,5,,145,100,,
s1_0929.tiff,,5,,146,100,,
s1_0930.tiff,89,5,,145,100,,
s1_0931.tiff,89,5,,145,99,,
s1_0932.tiff,90,5,7,145,99,,
s1_0933.tiff,90,5,,145,99,,
s1_0934.tiff,90,5,,145,99,,
s1_0935.tiff,90,5,,145,98,,
s1_0936.tiff,89,5,,145,98,,
s1_0937.tiff,89,,,145,98,,
s1_0938.tiff,8,5,,145,98,,
s1_0939.tiff,89,5,2,145,99,,
s1_0940.tiff,8,54,,145,99,,3
s1_0941.tiff,89,5,,145,99,,
s1_0942.tiff,90,5,,9,,,
s1_0943.tiff,90,,,145,100,,
s1_0944.tiff,90,5,,145,100,,
s1_0945.tiff,90,5,,144,100,,
s1_0946.tiff,90,,,145,99,,
s1_0947.tiff,90,5,,145,99,7,
s1_0948.tiff,90,5,,145,99,,
s1_0949.tiff,,5,7,,99,,
s1_0950.tiff,,5,,145,99,,
s1_0951.tiff,89,5,,145,99,,
s1_0952.tiff,,5,,145,99,,
s1_0953.tiff,,55,,145,99,,
s1_0954.tiff,,55,,145,99,,
s1_0955.tiff,,55,,145,99,,
s1_0956.tiff,90,55,,145,399,,
s1_0957.tiff,90,55,,145,99,,
s1_0958.tiff,90,55,,145,99,,
s1_0959.tiff,90,5,,145,99,,
s1_0960.tiff,90,5,,145,100,,
s1_0961.tiff,90,5,,145,100,,
s1_0962.tiff,91,55,,145,99,,7
s1_0963.tiff,,55,,145,99,,
s1_0964.tiff,,55,,145,99,,
s1_0965.tiff,,55,,145,100,,
s1_0966.tiff,,55,,145,100,,
s1_0967.tiff,90,55,,145,100,,
s1_0968.tiff,,5,,145,99,,
s1_0969.tiff,90,5,2,145,99,,
s1_0970.tiff,90,5,2,145,99,,
s1_0971.tiff,90,5,7,145,98,,
s1_0972.tiff,90,5,,145,398,,
s1_0973.tiff,,55,,145,98,,
s1_0974.tiff,,55,,145,99,,
s1_0975.tiff,,55,,145,98,,
s1_0976.tiff,,55,,145,98,,
s1_0977.tiff,90,55,,145,98,,7
s1_0978.tiff,89,5,7,145,99,,
s1_0979.tiff,8,5,,145,99,,7
s1_0980.tiff,,,,145,399,,
s1_0981.tiff,90,5,,145,99,,
s1_0982.tiff,90,5,,145,99,,
s1_0983.tiff,90,55,,145,99,,
s1_0984.tiff,,55,,145,99,,
s1_0985.tiff,,55,,145,100,,
s1_0986.tiff,,55,,145,99,,
s1_0987.tiff,90,55,,145,100,,
s1_0988.tiff,90,55,,145,99,,
s1_0989.tiff,89,54,,145,100,,
s1_0990.tiff,8,,,145,100,,
s1_0991.tiff,89,5,,145,99,,
s1_0992.tiff,,,,145,100,,
s1_0993.tiff,,55,,145,100,,
s1_0994.tiff,,55,,145,99,7,
s1_0995.tiff,,55,,145,99,,
s1_0996.tiff,97,55,,145,99,,
s1_0997.tiff,90,55,,146,99,,
s1_0998.tiff,90,55,,146,99,,
s1_0999.tiff,,5,,146,399,,
s1_1000.tiff,89,54,2,146,99,,
s1_1001.tiff,90,5,2,146,99,,
s1_1002.tiff,90,55,,146,100,,
s1_1003.tiff,90,55,,146,100,7,
s1_1004.tiff,90,55,,146,99,,
s1_1005.tiff,,55,,146,100,,
s1_1006.tiff,,55,,145,100,,
s1_1007.tiff,,55,,145,100,,
s1_1008.tiff,,55,,146,99,,
s1_1009.tiff,89,5,,146,99,,
s1_1010.tiff,89,5,,146,99,,
s1_1011.tiff,90,55,,146,99,,
s1_1012.tiff,90,55,,146,99,,
s1_1013.tiff,,55,,146,99,,
s1_1014.tiff,,55,,146,100,,
s1_1015.tiff,,55,,146,100,,
s1_1016.tiff,,55,7,146,100,,2
s1_1017.tiff,,55,,146,100,,
s1_1018.tiff,,55,,146,100,,
s1_1019.tiff,90,55,,147,100,,
s1_1020.tiff,90,55,,147,100,,
s1_1021.tiff,90,55,,147,100,,
s1_1022.tiff,90,55,,147,100,,
s1_1023.tiff,,55,,147,100,,7
s1_1024.tiff,,55,7,147,100,7,
s1_1025.tiff,92,55,,147,100,,3
s1_1026.tiff,,55,,147,100,,
s1_1027.tiff,,55,,146,100,,7
s1_1028.tiff,31,55,,146,100,7,
s1_1029.tiff,90,55,,146,100,,
s1_1030.tiff,90,55,,147,100,,
s1_1031.tiff,,55,,147,100,,
s1_1032.tiff,97,55,,147,100,,
s1_1033.tiff,92,55,2,147,100,,
s1_1034.tiff,92,55,7,147,100,,
s1_1035.tiff,92,55,,147,100,,
s1_1036.tiff,92,55,,147,100,,
s1_1037.tiff,,55,,147,100,,
s1_1038.tiff,,55,,147,100,,
s1_1039.tiff,,55,,147,100,,
s1_1040.tiff,,55,,147,99,,
s1_1041.tiff,90,55,,147,99,,
s1_1042.tiff,90,55,,147,100,7,
s1_1043.tiff,92,55,2,147,100,,
s1_1044.tiff,92,56,,147,100,,7
s1_1045.tiff,92,56,,147,100,,
s1_1046.tiff,92,56,2,148,100,,
s1_1047.tiff,92,56,,147,100,,
s1_1048.tiff,92,56,,147,100,,
s1_1049.tiff,91,55,,148,100,,7
s1_1050.tiff,,55,,147,100,,
s1_1051.tiff,,55,,147,100,,
s1_1052.tiff,91,55,,147,100,,
s1_1053.tiff,92,55,,148,100,,
s1_1054.tiff,92,55,,148,100,,
s1_1055.tiff,92,56,,147,99,,
s1_1056.tiff,92,56,,148,99,,
s1_1057.tiff,,,,148,99,,
s1_1058.tiff,,56,,148,399,,
s1_1059.tiff,,55,,148,99,,7
s1_1060.tiff,,55,,148,100,,
s1_1061.tiff,,55,,148,100,,
s1_1062.tiff,,55,,148,100,,
s1_1063.tiff,,55,,148,100,,
s1_1064.tiff,,55,,148,100,,
s1_1065.tiff,92,55,,148,100,,
s1_1066.tiff,92,55,,148,100,,
s1_1067.tiff,90,55,,148,100,,
s1_1068.tiff,90,55,,148,100,,
s1_1069.tiff,90,55,,147,100,,
s1_1070.tiff,90,55,,147,100,,
s1_1071.tiff,90,55,,148,100,,
s1_1072.tiff,90,55,,147,100,,
s1_1073.tiff,,55,,148,100,,
s1_1074.tiff,,55,,148,100,,
s1_1075.tiff,,55,,147,100,,
s1_1076.tiff,93,55,,147,100,,
s1_1077.tiff,90,55,,148,99,,7
s1_1078.tiff,90,55,,148,100,,
s1_1079.tiff,90,55,2,148,99,,
s1_1080.tiff,90,55,,148,99,7,
s1_1081.tiff,90,55,,148,99,,
s1_1082.tiff,90,55,,148,100,,
s1_1083.tiff,,55,,148,100,,
s1_1084.tiff,,55,,148,100,,
s1_1085.tiff,,55,,148,100,,
s1_1086.tiff,,55,,148,100,7,
s1_1087.tiff,,55,,148,100,,
s1_1088.tiff,,55,,148,100,,
s1_1089.tiff,90,55,,148,100,,
s1_1090.tiff,90,55,,148,100,,
s1_1091.tiff,90,55,,148,100,,
s1_1092.tiff,90,55,,148,100,,
s1_1093.tiff,,55,,148,100,,7
s1_1094.tiff,,55,,148,100,,
s1_1095.tiff,,55,,148,99,,
s1_1096.tiff,,55,,148,100,,
s1_1097.tiff,90,55,,148,100,,
s1_1098.tiff,90,55,,148,100,,
s1_1099.tiff,90,55,,148,100,,
s1_1100.tiff,90,55,,148,100,,
s1_1101.tiff,90,55,,148,100,,
s1_1102.tiff,90,55,,148,100,,
s1_1103.tiff,,,,148,99,,
s1_1104.tiff,928,55,,148,99,,
s1_1105.tiff,928,55,,148,399,,
s1_1106.tiff,92,55,,148,99,,
s1_1107.tiff,,55,,148,100,,
s1_1108.tiff,,55,,148,100,,
s1_1109.tiff,90,55,,148,100,,
s1_1110.tiff,90,55,,148,100,7,
s1_1111.tiff,90,55,,148,100,,
s1_1112.tiff,90,55,,148,100,,
s1_1113.tiff,,55,,148,100,,
s1_1114.tiff,,55,,148,100,,
s1_1115.tiff,9,55,,148,100,,
s1_1116.tiff,91,55,,148,100,,
s1_1117.tiff,,55,,148,,,
s1_1118.tiff,,55,,148,99,,
s1_1119.tiff,90,55,,148,99,,
s1_1120.tiff,90,55,,148,99,,
s1_1121.tiff,90,55,,149,99,,
s1_1122.tiff,92,55,,148,99,,
s1_1123.tiff,92,55,,149,,,
s1_1124.tiff,92,55,,149,99,,
s1_1125.tiff,92,55,,149,99,,
s1_1126.tiff,92,55,2,149,98,,
s1_1127.tiff,,55,,149,98,,
s1_1128.tiff,90,55,,149,99,,
s1_1129.tiff,90,55,,148,99,,
s1_1130.tiff,90,55,,148,99,,
s1_1131.tiff,90,55,,149,99,,
s1_1132.tiff,90,55,,149,99,,
s1_1133.tiff,,55,,149,99,,
s1_1134.tiff,92,55,7,149,99,7,
s1_1135.tiff,92,55,,149,99,,
s1_1136.tiff,928,55,2,149,99,,
s1_1137.tiff,,55,,149,100,,
s1_1138.tiff,,55,,149,100,,
s1_1139.tiff,90,55,,149,100,,
s1_1140.tiff,90,55,,149,99,,
s1_1141.tiff,90,55,,149,99,,
s1_1142.tiff,90,55,,148,100,,
s1_1143.tiff,,55,,148,100,,
s1_1144.tiff,,55,,148,100,,
s1_1145.tiff,,55,,148,100,,
s1_1146.tiff,0,55,,148,100,,
s1_1147.tiff,90,,,148,100,,
s1_1148.tiff,90,55,,148,100,,
s1_1149.tiff,,,,148,99,,
s1_1150.tiff,90,55,,148,98,,
s1_1151.tiff,90,55,7,148,97,,
s1_1152.tiff,,55,,149,98,,
s1_1153.tiff,,55,,143,98,,
s1_1154.tiff,,55,,150,98,,
s1_1155.tiff,91,55,,150,99,,7
s1_1156.tiff,,55,,149,99,,
s1_1157.tiff,,55,,149,98,,
s1_1158.tiff,89,55,,148,99,,
s1_1159.tiff,89,55,,148,99,,
s1_1160.tiff,8,55,,148,99,,
s1_1161.tiff,90,55,,148,99,,7
s1_1162.tiff,90,55,,148,99,,
s1_1163.tiff,,55,,148,399,,
s1_1164.tiff,,55,,148,99,,
s1_1165.tiff,,55,,148,99,,
s1_1166.tiff,,55,,148,100,,
s1_1167.tiff,90,55,,148,100,,
s1_1168.tiff,90,55,,148,100,,
s1_1169.tiff,8,55,,148,100,,
s1_1170.tiff,90,55,,149,100,,
s1_1171.tiff,90,55,,148,99,,
s1_1172.tiff,90,55,,148,99,,
s1_1173.tiff,,55,,148,99,,
s1_1174.tiff,,55,,148,99,,
s1_1175.tiff,,55,,148,99,,7
s1_1176.tiff,90,55,,143,99,,
s1_1177.tiff,,55,,149,99,,
s1_1178.tiff,90,55,,149,99,,
s1_1179.tiff,,54,,148,98,,
s1_1180.tiff,87,54,,149,99,,
s1_1181.tiff,,53,,143,99,,
s1_1182.tiff,,52,,149,99,,
s1_1183.tiff,,52,4,149,99,,
s1_1184.tiff,82,51,,149,99,,
s1_1185.tiff,2,51,6,143,100,,
s1_1186.tiff,82,,,149,100,,
s1_1187.tiff,,,,148,100,,
s1_1188.tiff,7,,4,148,100,0,
s1_1189.tiff,73,50,,148,100,,
s1_1190.tiff,7,50,,148,100,,
s1_1191.tiff,7,49,,148,100,,
s1_1192.tiff,7,49,,148,100,,
s1_1193.tiff,76,,,148,100,,
s1_1194.tiff,75,47,,148,100,,
s1_1195.tiff,75,470,,149,100,,
s1_1196.tiff,7,47,,143,100,,
s1_1197.tiff,74,470,,143,100,,
s1_1198.tiff,74,47,,149,100,,
s1_1199.tiff,74,47,,149,100,,
s1_1200.tiff,74,478,,150,100,2,
s1_1201.tiff,1,47,,150,100,,
s1_1202.tiff,74,47,,150,100,,
s1_1203.tiff,74,47,,150,100,,
s1_1204.tiff,74,47,,150,50,,
s1_1205.tiff,,470,,150,100,,2
s1_1206.tiff,,470,,150,100,,2
s1_1207.tiff,74,470,,150,100,,
s1_1208.tiff,74,48,,150,100,,
s1_1209.tiff,,,,150,100,,
s1_1210.tiff,74,,,151,100,,
s1_1211.tiff,7,48,,151,100,,
s1_1212.tiff,7,,,151,100,,28
s1_1213.tiff,74,,,151,100,,
s1_1214.tiff,74,48,,152,100,,2
s1_1215.tiff,,,,152,100,,
s1_1216.tiff,74,,,152,100,,8
s1_1217.tiff,74,,,152,100,,
s1_1218.tiff,7,,,152,100,,
s1_1219.tiff,,,,152,100,,
